시군명,관광정보명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
안성시,석남사,경기도 안성시 금광면 상촌새말길 3-120,031-676-1444,2021/03/05,36.93979477,127.3071227
군포시,조선 백자 도요지,경기도 군포시 산본동 147,,2021/03/05,,
군포시,이기조 선생묘,경기도 군포시 산본동 산1152-11번지,,2021/03/05,,
평택시,이대원장군묘및신도비,경기도 평택시 포승읍 희곡리 산 83-6,031-8024-3213,2021/03/05,36.96893527,126.8748628
평택시,정도전선생사당,경기도 평택시 진위면 은산길 80-15,031-8024-3213,2021/03/05,37.07997624,127.1227399
평택시,신숙주영정및감실주독,경기도 평택시 청북면 고잔리 산 905 고잔묘당,031-8024-3213,2021/03/05,,
화성시,향토박물관,경기도 화성시 향남읍 행정동로 96,031-369-3797,2021/03/05,37.13263251,126.9279438
화성시,당성,경기도 화성시 서신면 상안리 산32,031-369-2994,2021/03/05,37.1959059,126.7132582
가평군,이정구 선생묘,경기도 가평군 상면 태봉리 산115-1,031-585-1557,2021/03/05,37.80495876,127.3297959
가평군,가평지구 전투전적비,경기도 가평군 가평읍 보납로70번길 47-1,,2021/03/05,37.82717325,127.5206016
안양시,중초사지 당간지주,경기도 안양시 만안구 석수1동 212-1,,2021/03/05,37.4183799,126.9183187
안양시,삼막사 마애삼존불,경기도 안양시 만안구 석수1동 산10-1 (삼막사경내),,2021/03/05,37.43112991,126.9379211
안양시,박서 신도비,경기도 안양시 만안구 석수동 산168,,2021/03/05,,
안양시,평촌 지석묘,경기도 안양시 동안구 갈산동 1112,,2021/03/05,37.37998118,126.9640225
안양시,삼막사 삼층석탑,경기도 안양시 만안구 석수1동 241-54,,2021/03/05,37.43460973,126.9361431
안양시,삼막사 삼귀자,경기도 안양시 만안구 석수동 10-1,,2021/03/05,37.42960162,126.915931
안양시,비산동 석실분,경기도 안양시 동안구 비산동 488,,2021/03/05,37.40127657,126.9334581
의왕시,이희승박사생가,경기도 의왕시 포일동 87-13 (양지편 마을 생가),031-452-8594,2021/03/05,37.39202307,126.9925185
과천시,연주암 3층 석탑,경기도 과천시 자하동길 64 (중앙동),02-3677-2065,2021/03/05,37.44112302,126.9644458
과천시,연주대,경기도 과천시 자하동길 62,02-3677-2066,2021/03/05,37.44448711,126.9648854
과천시,과천 관악산 육봉일명사지,경기도 과천시 중앙동 산 11,,2021/03/05,37.43638733,126.9729164
과천시,문원리 사지 석조보살 입상,경기도 과천시 교육원로 41,,2021/03/05,37.42278948,126.9847839
과천시,효자 최사립정문,경기도 과천시 문원로 40-2,,2021/03/05,37.42785388,127.0012961
성남시,봉국사 대광명전,경기도 성남시 수정구 태평로 79,,2021/03/05,37.45048992,127.1352909
고양시,북한산성,경기도 고양시 덕양구 대서문길 375,031-968-5325,2021/03/05,37.64525071,126.9742396
하남시,이성산성,경기도 하남시 춘궁동 산36번지,031-795-1020,2021/03/05,37.52545851,127.1849023
포천시,반월성지,경기도 포천시 군내면 청군로3290번길 19,031-538-2114,2021/03/05,37.89371189,127.2168805
파주시,오두산성,경기도 파주시 탄현면 성동리 산 86,031-940-5831,2021/03/05,37.77125728,126.6770243
이천시,설성산성,경기도 이천시 장호원읍 선읍리 931,031-644-2114,2021/03/05,37.14514903,127.5563702
오산시,금암리 지석묘군,경기도 오산시 수목원로 449,031-8036-7648,2021/03/05,37.17235724,127.0489838
연천군,연천 은대리성,경기도 연천군 전곡읍 은대리,031-839-2061,2021/03/05,,
김포시,수안산성,경기도 김포시 대곶면 율생중앙로52번길 100-2,031-984-2181,2021/03/05,37.65646093,126.5855526
양평군,함왕성지,경기도 양평군 옥천면 용천리 산 27,031-770-2471,2021/03/05,37.54824082,127.5247213
안성시,죽주산성,경기도 안성시 죽산면 죽양대로 111-71,031-678-2502,2021/03/05,37.08947061,127.429809
안성시,망이산성,경기도 안성시 일죽면 금산리 산48,031-678-2502,2021/03/05,37.05613413,127.4886842
안성시,서운산성,경기도 안성시 서운면 청룡길 175-252,031-678-2502,2021/03/05,36.92796392,127.2839659
안산시,안산읍성및관아지,경기도 안산시 상록구 수암동 산 26-4,031-481-3437,2021/03/05,37.36614116,126.8823527
안양시,만안교,경기도 안양시 만안구 석수2동 679,031-389-2473,2021/03/05,37.41041688,126.9128131
안양시,삼막사남녀근석,경기도 안양시 만안구 삼막로 584,031-8045-2474,2021/03/05,37.43569748,126.9393225
동두천시,이태조행궁지,경기도 동두천시 상봉암동 산1-1번지,031-860-2064,2021/03/05,37.94593626,127.0693244
용인시,용인 고안리 분청사기도요지,경기도 용인시 처인구 고안로51번길 112-37,031-324-2147,2021/03/05,37.137975,127.4141137
파주시,정태진 기념관,경기도 파주시 쇠재로 33,031-940-4391,2021/03/05,37.74999173,126.7706977
이천시,안흥지 애련정,경기도 이천시 안흥동 404,031-644-2114,2021/03/05,37.27736301,127.4505933
이천시,도립리 육괴정,경기도 이천시 백사면 도립리 735,031-644-2114,2021/03/05,37.34200496,127.4580361
광주시,망월사지,경기도 광주시 중부면 남한산성로 680,031-747-3312,2021/03/05,37.47831617,127.1961966
양평군,용문사 은행나무,경기도 양평군 용문면 신점리 626-1,031-770-2471,2021/03/05,37.54984808,127.5710621
양주시,양주관아지,경기도 양주시 부흥로 1399번길 15,031-845-3134,2021/03/05,37.78567608,127.0294511
안성시,박두진시비,경기도 안성시 보개면 종합운동장로 203,031-677-1330,2021/03/05,37.01500054,127.3233449
안성시,서흥김씨삼강정여문,경기도 안성시 고삼면 월향리 산96,031-678-2504,2021/03/05,37.084068,127.2695414
시흥시,관곡지,경기도 시흥시 하중동 208,031-310-6223,2021/03/05,37.40224777,126.80449
가평군,조종암,경기도 가평군 하면 대보간선로 399,031-585-1281,2021/03/05,37.80091436,127.373072
과천시,온온사,경기도 과천시 관악산길 58,02-3677-2066,2021/03/05,37.43608282,126.9926959
안산시,사세충렬문,경기도 안산시 단원구 와동 151,031-481-3437,2021/03/05,37.33733465,126.8305472
고양시,국립여성사전시관,"경기도 고양시 덕양구 화중로 104번길 50 (정부고양지방합동청사 1, 2층)",031-819-2288,2021/03/05,37.63581769,126.8340379
여주시,영월루,경기도 여주시 주내로 13,031-887-3563,2021/03/05,37.29441682,127.6476557
군포시,방짜유기 전수교육관,경기도 군포시 송부로 12,031-390-0666,2021/03/05,37.31431119,126.9154764
연천군,연천급수탑,경기도 연천군 연천읍 연천로 273-7,031-839-2061,2021/03/05,38.10150592,127.074184
평택시,팽성읍객사,경기도 평택시 동서촌로 101-3,031-8024-5620,2021/03/05,36.96488468,127.0632867
하남시,하남 동사지,경기도 하남시 서하남로418번길 73,031-790-5572,2021/03/05,37.51817505,127.1860769
가평군,적목리 신앙유적지,경기도 가평군 북면 적목리 산1-28,031-580-2114,2021/03/05,38.00257153,127.4656574
