시군명,시설명,소재주소,전화번호,데이터기준일자,정제WGS84위도,정제WGS84경도
여주시,아리수 수상레저,경기도 여주시 현암동 637-42번지,010-7136-7768,2021/03/05,37.30735177,127.6320256
광주시,곤지암리조트,경기도 광주시 도척면 도척윗로 278,02-1661-8787,2021/03/05,37.33749238,127.2963228
광주시,경기도 청소년 야영장,경기도 광주시 퇴촌면 우산리 388-3,031-763-9140,2021/03/05,37.42403211,127.3769935
용인시,신갈승마클럽,경기도 용인시 기흥구 지삼로201번길 9,031-286-6490,2021/03/05,37.24103718,127.1359981
의정부시,의정부실내빙상장,경기도 의정부시 체육로 136,031-850-5708,2021/03/05,37.7587943,127.0238429
용인시,에어필드,경기도 용인시 처인구 모현면 초부로 191-8,031-322-7479,2021/03/05,37.31481976,127.2611727
화성시,글램비 글램핑,경기도 화성시 서신면 해안길 80,031-357-7263,2021/03/05,37.16864358,126.6276763
파주시,파주스피드파크,경기도 파주시 파평면 덕천리 261-1,031-959-0420,2021/03/05,37.93602457,126.8716115
김포시,김포조각공원사계절썰매장,경기도 김포시 월곶면 용강로13번길 38,031-981-7300,2021/03/05,37.72080335,126.5522088
광주시,한솔캠핑농장,경기도 광주시 도척면 도척로584번길 86-10,010-5388-5873,2021/03/05,37.30034339,127.3288405
오산시,맑음터공원 물놀이장,경기도 오산시 누읍동 115-1,031-8031-6487,2021/03/05,37.13658643,127.0631948
용인시,골드펫글램핑,경기도 용인시 기흥구 고매동 5-73,031-286-9111,2021/03/05,37.22101641,127.1387432
안산시,베르아델 승마클럽,경기도 안산시 단원구 대부 남동 말부흥 7-11,032-882-2255,2021/03/05,,
시흥시,작은 쉼터 캠핑장,경기도 시흥시 죽율로 25,031-431-6660,2021/03/05,37.34863265,126.7588817
광명시,광명스피돔,경기도 광명시 광명로 721,02-2067-5114,2021/03/05,37.46682498,126.8453442
광명시,광명국민체육센터,경기도 광명시 사성로 74(철산동 63),02-2680-2276,2021/03/05,37.48680176,126.8656773
파주시,임진각 평화누리 캠핑장,경기도 파주시 문산읍 임진각로 148-40,031-1670-3856,2021/03/05,37.89204436,126.7447898
광주시,팀업캠퍼스 THE 포레스트(4-Rest) 캠핑장,경기도 광주시 곤지암읍 경충대로 729,031-763-4114,2021/03/05,37.35252631,127.3236071
파주시,임진각 아트스페이스 BEAT 131,경기도 파주시 문산읍 마정리 1400-5,070-4405-3323,2021/03/05,37.89037638,126.7367402
파주시,자유의 다리,경기도 파주시 문산읍 마정리 1297-16,031-940-4354,2021/03/05,37.89068819,126.7391832
파주시,임진각 장단역 증기기관차,경기도 파주시 문산읍 마정리 1400-5,031-953-4744,2021/03/05,37.89037638,126.7367402
파주시,임진각 평화누리공원,경기도 파주시 문산읍 마정리 618-13,031-956-8300,2021/03/05,37.89326843,126.7490079
화성시,제부도,경기도 화성시 서신면 제부리 224,031-369-1673,2021/03/05,37.17179362,126.6208747
화성시,제부도 워터워크,경기도 화성시 서신면 제부로 235-1,031-369-1673,2021/03/05,37.17404108,126.6573183
화성시,제부도 아트파크,경기도 화성시 서신면 제부리,031-369-1673,2021/03/05,,
화성시,제부도 경관벤치,경기도 화성시 서신면 해안산책로,031-369-1673,2021/03/05,,
화성시,제부도 탑재산 전망대,경기도 화성시 서신면 제부리,031-369-1673,2021/03/05,,
광주시,경기도 청소년 야영장,경기도 광주시 퇴촌면 천진암로 1243,031-763-9140,2021/03/05,37.42210828,127.3767318
가평군,은빛물결캠핑장,경기도 가평군 조종면 대보간선로260,010-8003-8145,2021/03/05,37.80116868,127.3666763
가평군,캡틴카라반&글램핑,경기도 가평군 상면 청군로 776-22,010-5334-8883,2021/03/05,37.78072316,127.3715962
포천시,소도캠핑장,경기도 포천시 일동 무리울길 28-28,010-6338-6188,2021/03/05,37.95693648,127.3341808
포천시,광릉숲이야기 관광농원/캠핑장,"경기도 포천시 소흘읍 직동리 76-4, 76-6",010-5694-7994,2021/03/05,37.76681114,127.1699735
남양주시,더드림핑&웨이브서프,경기도 남양주시 화도읍 북한강로 1630-18,010-8893-9088,2021/03/05,37.65266842,127.3694363
수원시,스포츠아일랜드,경기도 수원시 팔달구 창룡대로210번길 41,031-259-2154,2021/03/05,37.29011614,127.0350031
의정부시,장암아일랜드캐슬,경기도 의정부시 장곡로 22,031-894-0300,2021/03/05,37.70782195,127.0531328
여주시,복합테마파트 팜스퀘어,경기도 여주시 금사면 금품2로 835-64,010-7769-5668,2021/03/05,37.38406214,127.500418
파주시,기산 오토캠핑&한옥펜션,경기도 파주시 광탄면 기산로 207-31,031-957-8010,2021/03/05,37.77539193,126.9220507
양주시,범산골캠핑장,경기도 양주시 광적면 비암리 757-10,,2021/03/05,37.80422165,126.9141015
포천시,백운힐링 캠핑장,경기도 포천시 이동면 포화로 320-1,,2021/03/05,38.07620214,127.4182386
용인시,용인 자연휴양림 야영장,경기도 용인시 처인구 모현면 초부로 220,031-336-0040,2021/03/05,37.31577253,127.2688892
파주시,반디캠프,경기도 파주시 광탄면 기산리 470-2,031-941-2121,2021/03/05,37.77482723,126.9208514
양평군,용문산관광지 야영장,경기도 양평군 용문산로 684-0,,2021/03/05,37.54729164,127.5798218
가평군,와이캠핑장,경기도 가평군 청평면 강변로 115,031-584-9878,2021/03/05,37.73170987,127.4247812
포천시,가래골농원 캠핑장,경기도 포천시 창수면 추동리 819-2,010-9031-7410,2021/03/05,37.99373827,127.1592207
파주시,JB 캠핑하우스,경기도 파주시 적성면 감악산로 1270-54 JB 캠핑하우스,,2021/03/05,37.96143523,126.9270047
양평군,서종힐링캠핑장,경기도 양평군 화서로 532-6,,2021/03/05,37.6478144,127.4263849
포천시,글램핑클럽레스피아 in 포천백운계곡(구 HJ글램핑),경기도 포천시 이동면 화동로 2440-34,010-2916-3456,2021/03/05,38.05958422,127.3875366
가평군,포세이돈수상레져,경기도 가평군 청평면 고재길 262-101,031-585-7461,2021/03/05,37.70147474,127.517935
가평군,캠프통아일랜드,경기도 가평군 청평면 호반로 976,031-584-2624,2021/03/05,37.71056054,127.4844341
화성시,퀸승마클럽,경기도 화성시 봉담읍 매봉로 218,031-294-3744,2021/03/05,37.23075725,126.9256702
화성시,홀스메이트 승마장,경기도 화성시 매송면 화성로 2337-6,031-293-0277,2021/03/05,37.25195811,126.9219799
연천군,YC글램핑,경기도 연천군 미산면 백석리 산 68-1,010-5097-6446,2021/03/05,38.0381433,126.9659635
포천시,나무새 캠핑장,경기도 포천시 신북면 간자동길 138-74,010-9907-0997,2021/03/05,37.97153559,127.1518101
연천군,연천재인폭포오토캠핑장,경기도 연천군 연천읍 현문로 508번길 140,031-834-7271,2021/03/05,38.06450023,127.1274076
가평군,황토은펜션&글램핑펜션,경기도 가평군 설악면 장수로79번길 63-18,031-584-2963,2021/03/05,37.60779908,127.5102535
포천시,담터오지 캠핑장,경기도 포천시 관인면 삼율리 산341,033-455-7064,2021/03/05,38.16637518,127.1877351
양주시,휴리조트,경기도 양주시 만송로366번길 215-29,031-845-1111,2021/03/05,37.78499904,127.0999124
양평군,솔뜰캠핑장,경기도 양평군 옥천면 사기점길 53,010-9069-9670,2021/03/05,37.54130249,127.4690179
가평군,유명산힐링캠프,경기도 가평군 설악면 어비산길 201-62,010-8344-2404,2021/03/05,37.59088944,127.5131849
포천시,유식물원 오토캠핑장,경기도 포천시 신북면 간자동길 138-100,031-536-9922,2021/03/05,37.97287335,127.1500732
양평군,에덴펜션캠핑장,경기도 양평군 서종면 중미산로 491,010-5317-4809,2021/03/05,37.60288521,127.3946399
파주시,심학산야영장 글램핑가든,경기도 파주시 돌곶이길 57,010-3412-8023,2021/03/05,37.71392642,126.6966237
가평군,가평별빛누리글램핑,경기도 가평군 상면 청군로 261,010-3731-7331,2021/03/05,37.75386942,127.4064139
가평군,온더락,경기도 가평군 상면 행현리 480-2,010-7373-4996,2021/03/05,37.7598243,127.3583608
가평군,여우가 달을 사랑할때,경기도 가평군 가평읍 태봉두밀로596번길 78-16,031-582-4240,2021/03/05,37.81189551,127.4309484
파주시,별난독서 캠핑장,경기도 파주시 법원읍 술이홀로 1315,031-959-9506,2021/03/05,37.88497225,126.8777884
의정부시,서울YMCA 다락원 캠프장,경기도 의정부시 호원동 산119번지,031-873-5624,2021/03/05,,
안성시,금광관광농원 캠핑장,경기도 안성시 금광면 현곡리 589,010-8874-5228,2021/03/05,36.95858416,127.3624545
가평군,용수 그린랜드,경기도 가평군 조종면 운악청계로491번길 87,010-3888-9482,2021/03/05,37.85390908,127.3479958
양주시,일영모자농원캠핑장,경기도 양주시 장흥면 유원지로 316,031-855-5081,2021/03/05,37.70849959,126.9530091
동두천시,놀터글램핑,경기도 동두천시 신천로 274-57,031-867-1220,2021/03/05,37.9413485,127.0523711
용인시,한터팜오토캠핑장,경기도 용인시 처인구 양지면 한터로 432-12,010-8850-9222,2021/03/05,37.26072762,127.2527276
용인시,꽃주렁나무주렁캠핑장,경기도 용인시 처인구 이동면 어비리 205,010-3129-7305,2021/03/05,37.11441968,127.2091488
용인시,힐포인트 애견글램핑,경기도 용인시 수지구 동천로 541,070-7761-4882,2021/03/05,37.35136177,127.0527816
용인시,마운틴캠핑장,경기도 용인시 처인구 원삼면 죽능리 26-34,010-2363-3245,2021/03/05,37.13517796,127.3286165
용인시,연미향마을 캠핑장,경기도 용인시 처인구 원삼면 독성리 23-3,010-6800-4639,2021/03/05,37.15619281,127.33054
용인시,별아래 캠핑장,경기도 용인시 처인구 양지면 한터로662번길 34-34,031-332-5501,2021/03/05,37.25613177,127.2760294
용인시,다누리골테마파크,경기도 용인시 처인구 이동면 묘봉로 277번길 41,031-307-2537,2021/03/05,37.12937245,127.2435074
용인시,용인랜드숲속캠핑장,경기도 용인시 처인구 양지면 한터로454번길 33-17,010-2481-3344,2021/03/05,37.25887312,127.2582482
용인시,캐리비안캠프,경기도 용인시 처인구 포곡읍 전대리 457-2,010-9900-1600,2021/03/05,37.28446342,127.2086549
용인시,구봉산오토캠핑장,경기도 용인시 처인구 원삼면 보개원삼로1372번길 41,010-5794-8823,2021/03/05,37.11773924,127.3132346
용인시,숲속에 안뜰,경기도 용인시 처인구 원삼면 사암리 82-1,010-6639-6701,2021/03/05,37.18302131,127.3084212
용인시,우리꽃 캠핑장,경기도 용인시 기흥구 신정로301번길 65,010-6216-9847,2021/03/05,37.29619186,127.0938845
용인시,용인자연휴양림,경기도 용인시 처인구 모현면 초부로220,031-336-0040,2021/03/05,37.31577253,127.2688892
파주시,하늘연캠핑장,경기도 파주시 적성면 마지초교길 22-61,010-4590-1051,2021/03/05,37.95118847,126.921655
가평군,클럽노블픽,경기도 가평군 청평면 모꼬지로 154,031-584-5588,2021/03/05,37.68925351,127.3691681
안산시,카라반랜드,경기도 안산시 단원구 수영목길 27-75,010-8583-1759,2021/03/05,37.2154081,126.5953215
포천시,산정호수 가족글램핑장,경기도 포천시 영북면 산정호수로411번길 13,010-3024-6222,2021/03/05,38.06602946,127.3167549
안성시,산우물쉼터캠핑장,경기도 안성시 양성면 산정산우물길 172-16,070-8878-5532,2021/03/05,37.08369407,127.1928394
양주시,장흥수목원 캠핑장,경기도 양주시 장흥면 권율로309번길 169,031-855-1053,2021/03/05,37.74553743,126.9496833
연천군,캠핑브릿지,경기도 연천군 장남면 술이홀로63번길41-17,010-9391-2360,2021/03/05,37.97069138,126.8911149
파주시,임진강 폭포어장캠핑장,경기도 파주시 파평면 청송로 550,031-959-2222,2021/03/05,37.93777543,126.8703676
여주시,이포보웰빙캠핑장,경기도 여주시 대신면 천서리 755,031-883-6384,2021/03/05,37.39358892,127.5482854
가평군,이우글램핑&오토캠핑장,경기도 가평군 상면 원흥리 466,031-585-8740,2021/03/05,37.81548041,127.3237324
동두천시,산야초 자연캠핑장,경기도 동두천시 광암동 쇠목길 320 산야초 자연캠핑장,,2021/03/05,37.90660183,127.1074338
파주시,은사시캠핑장,경기도 파주시 적성면 자장로 115,010-5031-4995,2021/03/05,37.95649857,126.8445961
양주시,비타민 캠핑장,경기도 양주시 백석읍 기산로440번길 110-43 비타민 캠핑장,031-871-3388,2021/03/05,37.77033572,126.9369757
가평군,보리산 캠핑장,경기도 가평군 설악면 한서로 421-259,031-585-6050,2021/03/05,37.6690851,127.5373737
가평군,유명산 파크밸리,경기도 가평군 설악면 유명로 626,010-3119-3525,2021/03/05,37.60218394,127.4935425
가평군,위크팜글램핑,경기도 가평군 상면 원흥길 41,010-2011-0314,2021/03/05,37.81810452,127.3253569
평택시,울성캠핑낚시터,경기도 평택시 울성길 237-20,010-9245-4894,2021/03/05,37.01633234,127.0591255
연천군,물꽃 캠핑장,경기도 연천군 군남면 청정로 2122 물꽃 캠핑장,010-3627-2781,2021/03/05,38.03773976,127.0290052
평택시,진위천유원지 오토캠핑장,경기도 평택시 진위면 진위서로 264-15,031-665-6231,2021/03/05,37.09814524,127.0864815
파주시,기산 오토캠핑&한옥펜션,경기도 파주시 광탄면 기산로 207-31,031-957-8010,2021/03/05,37.77539193,126.9220507
양주시,글램핑코리아 애견캠핑장,경기도 양주시 백석읍 권율로 848,02-546-5522,2021/03/05,37.77383876,126.9613849
파주시,동화힐링캠프,경기도 파주시 파평면 파평산로363번길 32-9,031-952-2002,2021/03/05,37.89223535,126.841106
양주시,미술관 옆 캠핑장,경기도 양주시 장흥면 석현리 394,031-828-9881,2021/03/05,37.73106195,126.9496202
고양시,어썸타운,경기도 고양시 덕양구 내유길 178-1,02-712-5999,2021/03/05,37.72360868,126.8671354
안산시,탄도항 노을펜션 캠핑장,경기도 안산시 단원구 대부황금로 17-2,032-888-0711,2021/03/05,37.19441776,126.6454752
의왕시,왕송호수 캠핑장,경기도 의왕시 왕송못동로 307,031-8086-7371,2021/03/05,37.30710897,126.9531542
김포시,동막골 캠핑장,경기도 김포시 월곶면 문수산로252번길 19,010-5251-8066,2021/03/05,37.75115055,126.536702
남양주시,힐링별밤수목원캠핑장,경기도 남양주시 수동면 비룡로 1516-19,010-8957-0012,2021/03/05,37.74965146,127.2737443
안양시,병목안캠핑장,경기도 안양시 만안구 병목안로247번길 37,031-389-5299,2021/03/05,37.38266439,126.9103827
양평군,산음숲자연학교캠프장,경기도 양평군 단월면 봉미산샘골길 1 산음숲자연학교,031-771-2504,2021/03/05,37.60544904,127.6007867
양평군,양평 산울림오토캠핑장,경기도 양평군 양동면 불개터길 65-19,010-4233-5682,2021/03/05,37.39279675,127.761093
가평군,화악산 네스트펜션 캠핑장,경기도 가평군 북면 화악산로 943-50,010-4588-6364,2021/03/05,37.93628017,127.5413209
포천시,포천 썬오브캠핑장,경기도 포천시 이동면 금강로6263번길 14,031-542-5420,2021/03/05,38.0879495,127.3897054
포천시,포천 자연마을 서울캠핑장,경기도 포천시 관인면 북원로 371-115,031-533-9535,2021/03/05,38.12375565,127.2525946
여주시,흙의 사랑 캠핑장,경기도 여주시 능서면 번도리 239-1,010-8301-2299,2021/03/05,37.30350392,127.5813914
양평군,갈기산캠핑장,경기도 양평군 청운면 신론새터길 23,010-2476-3657,2021/03/05,37.55954895,127.7885646
양평군,와글와글 캠핑스토리 캠프산음,경기도 양평군 단월면 석산로 837,031-772-4707,2021/03/05,37.59999168,127.6055713
양평군,소노문양평(구대명리조트양평)별헤는밤캠핑장,경기도 양평군 개군면 신내길7번길 55,031-770-7516,2021/03/05,37.46926489,127.5326148
양평군,청운오토캠핑장,경기도 양평군 청운면 수풀길 37,031-775-1231,2021/03/05,37.54278235,127.7025365
양평군,양평 오커빌리지,경기도 양평군 용문면 장수길 22,031-775-5071,2021/03/05,37.50883995,127.56437
여주시,파인글램핑,경기도 여주시 가남읍 경충대로 1483-25,031-883-7103,2021/03/05,37.21488363,127.5317723
남양주시,수산아카데미캠핑장,경기도 남양주시 수동면 철마산로 316-31,031-592-6827,2021/03/05,37.71909672,127.2646918
양주시,대궐오토캠핑장,경기도 양주시 백석읍 기산로440번길 177,031-871-8989,2021/03/05,37.76872494,126.9394063
양주시,기산골캠핑장,경기도 양주시 백석읍 기산로 413,031-876-0766,2021/03/05,37.77670033,126.9353717
연천군,연천수영장펜션,경기도 연천군 신서면 연신로 1622-1,010-8641-5181,2021/03/05,38.21459762,127.1392319
이천시,청암관광농원&글램핑,경기도 이천시 부발읍 황무로 1720번길 74,031-632-5082,2021/03/05,37.26748383,127.5162638
양평군,금물산하늘소캠프,경기도 양평군 청운면 삼백골길 45,,2021/03/05,37.54945741,127.7907559
동두천시,벨라캠핑장,경기도 동두천시 탑신로237번길 39,010-3301-9491,2021/03/05,37.89848843,127.1178729
부천시,여월농업공원 캠핑장,경기도 부천시 원미로281번길 75,032-202-7992,2021/03/05,37.50967551,126.7937483
포천시,포천 이동 생태공원 캠핑장,경기도 포천시 이동면 성장로1289번길 76,031-533-5898,2021/03/05,38.04105189,127.3682825
파주시,청풍명월 야영장,경기도 파주시 탄현면 문지리 264-2,031-947-1021,2021/03/05,37.83213289,126.7258742
여주시,금은모래 강변 캠핑장,경기도 여주시 연양동 304-3,031-887-2859,2021/03/05,37.29310198,127.6670928
양주시,장흥수목원 캠핑장,경기도 양주시 장흥면 권율로309번길 169,031-855-1053,2021/03/05,37.74553743,126.9496833
가평군,한송캠핑장,경기도 가평군 설악면 묵안리 171-4,010-4755-0432,2021/03/05,37.60132262,127.5350627
가평군,가평 물골 숲 계곡 캠핑장,경기도 가평군 상면 물골길 120,010-4764-5094,2021/03/05,37.83675389,127.3143233
양평군,양평신화캠핑장,경기도 양평군 강상면 강상로 326,010-5350-9626,2021/03/05,37.46741754,127.469105
가평군,호명산캠프,경기도 가평군 청평면 하천리 산4,031-584-5552,2021/03/05,37.74566123,127.4473405
포천시,몬테비얀코캠핑장,경기도 포천시 이동면 늠바위길 181,010-2102-7993,2021/03/05,38.02922795,127.3864321
포천시,풍혈산 캠핑장,경기도 포천시 일동면 성장로 397,010-2129-5115,2021/03/05,38.01421539,127.2953075
용인시,용인제일오토캠핑장,경기도 용인시 처인구 원삼면 문촌로174,010-7355-4747,2021/03/05,37.15959852,127.2952355
포천시,비둘기낭캠핑장,경기도 포천시 영북면 비둘기낭길 116,031-540-6501,2021/03/05,38.07722686,127.2220806
포천시,금동산야 캠핑장,경기도 포천시 신북면 금동리 277-4,010-9193-6972,2021/03/05,37.93924321,127.1276968
화성시,제부도 해안산책로,경기도 화성시 서신면 해안산책로,031-369-1673,2021/03/05,,
용인시,플라이스테이션,경기도 용인시 처인구 포곡읍 마성리 72-17,070-4820-6328,2021/03/05,37.28089421,127.199203
가평군,가평캠핑스마일,경기도 가평군 조종면 연인산로474번길 91-27,010-8863-0307,2021/03/05,37.84563199,127.3850776
가평군,캠프수풀이,경기도 가평군 임초밤안골로 230,010-9313-4162,2021/03/05,37.75111765,127.36621
가평군,토토큰바위캠프,경기도 가평군 북면 화악산로 1246,031-581-1979,2021/03/05,37.96217841,127.5278795
양평군,양평 수목원캠핑장,경기도 양평군 지평면 옥현리 1503-1,031-1666-5492,2021/03/05,37.44972399,127.6137781
포천시,청담관광농원 (캠핑플래닛),경기도 포천시 화현면 봉화로 400-134,010-2398-5651,2021/03/05,37.88624953,127.2852907
구리시,구리승마클럽,경기도 구리시 왕숙천로 11-44,031-563-2370,2021/03/05,37.58477609,127.1600075
의왕시,바라산자연휴양림,경기도 의왕시 북골안길 96,031-8086-7482,2021/03/05,37.37279959,127.0190878
연천군,연천 미라클타운,경기도 연천군 군남면 군중로 134,031-834-7271,2021/03/05,38.13084223,127.0453515
포천시,준글램핑,경기도 포천시 이동면 금강로 6217-16,031-533-5966,2021/03/05,38.08356042,127.3898488
용인시,용인레포츠(구 레포츠매니아),경기도 용인시 처인구 양지면 죽양대로2071번길 50,031-321-1574,2021/03/05,37.21442579,127.313639
하남시,미사리경정공원,경기도 하남시 미사대로 505,031-790-8883,2021/03/05,37.55363146,127.2132471
이천시,지산포레스트리조트,경기도 이천시 마장면 지산로 267,031-644-1200,2021/03/05,37.21900118,127.3420542
남양주시,스타힐리조트,경기도 남양주시 화도읍 먹갓로 96,02-2233-5311,2021/03/05,37.66349367,127.2694254
남양주시,시즌파이브,경기도 남양주시 오남읍 팔현로 207번길 105,031-575-8799,2021/03/05,,
양평군,미리내승마클럽,경기도 양평군 지평면 월산저수지길 21,031-774-0300,2021/03/05,37.48099144,127.6497639
남양주시,사계절썰매장,경기도 남양주시 진접읍 해밀예당1로 96,031-560-1560,2021/03/05,37.71709703,127.1910488
가평군,가평 사계절썰매장,경기도 가평군 상면 깃대봉길 5-20번지,031-8078-8048,2021/03/05,37.75548856,127.4024045
화성시,토닥토닥글램핑,경기도 화성시 서신면 해안길178번길 48-6,010-5322-5054,2021/03/05,37.16560961,126.6196468
여주시,아트항공레져,"경기도 여주시 가남읍 가여로 300 ㈜승진항공기술 경기도 안성시 공도읍 신두만곡로 250-91""",031-881-4009,2021/03/05,37.22282545,127.6076585
파주시,헤이리 카트랜드,경기도 파주시 탄현면 필승로 398-30,031-944-1580,2021/03/05,37.77742116,126.6844795
광주시,꽃과 나무 캠핑장,경기도 광주시 오포읍 고산리 573-10,010-2746-2027,2021/03/05,37.37417418,127.210706
오산시,오산시 맑음터 공원 캠핑장,경기도 오산시 오산천로 52 (맑음터공원 내 비위생매립지),031-8036-6891,2021/03/05,37.13825273,127.0644454
안성시,비봉산캠핑장,경기도 안성시 삼죽면 상삼로 188-38,010-6462-2844,2021/03/05,37.08898671,127.4076878
남양주시,산여울캠핑장,경기도 남양주시 수동면 비룡로1742번길 7,010-3665-6204,2021/03/05,37.76562393,127.2838687
시흥시,물왕숲캠핑파크,경기도 시흥시 동서로 706-88,031-486-4700,2021/03/05,37.38092342,126.8273752
광명시,광명시민체육관,경기도 광명시 오리로 703(하안동 577),02-2680-2888,2021/03/05,37.46252151,126.8711632
하남시,하남종합운동장 국민체육센터,경기도 하남시 아리수로 600,031-790-2000,2021/03/05,37.56725958,127.191646
광주시,악티바(ACTIVAR),경기도 광주시 곤지암읍 경충대로 729 팀업캠퍼스 2층,031-763-4114,2021/03/05,37.35252631,127.3236071
파주시,임진강 독개다리,경기도 파주시 문산읍 마정리 1400-5,070-4405-3323,2021/03/05,37.89037638,126.7367402
양평군,와글와글 캠핑스토리 캠프산음,경기도 양평군 단월면 석산로 837,031-772-4707,2021/03/05,37.59999168,127.6055713
가평군,가평명지산카라반글램핑,경기도 가평군 북면 가화로 2932-23,010-3784-0655,2021/03/05,37.98140366,127.4476085
양평군,오목골캠핑장,경기도 양평군 청운면 다대리 산45-2번지 외 4필지,,2021/03/05,37.56362779,127.7324503
여주시,예터캠핑&엘리스숲미술관,경기도 여주시 점동면 오갑산길 148-124,010-5717-1572,2021/03/05,37.16459716,127.6911044
여주시,여주참숯마을오토캠핑장,경기도 여주시 강천면 이호리 65-6,031-886-1119,2021/03/05,37.28876063,127.6998003
연천군,랩도그빌반려견전용캠핑장,경기도 연천군 청산면 청창로200번길 33,031-832-0506,2021/03/05,38.00817479,127.0882342
연천군,땅에미소 오토캠핑장,경기도 연천군 청산면 거저울길 339 땅에미소 오토캠핑장,031-833-3217,2021/03/05,38.05578277,127.0863491
고양시,북한산펜션 둥글이네펜션캠핑장,경기도 고양시 덕양구 북한산로 387번길 45-12,010-7101-3638,2021/03/05,37.66239474,126.9487217
포천시,도마치캠핑장,경기도 포천시 이동면 화동로 2318-6,010-2900-6101,2021/03/05,38.04993547,127.3823882
남양주시,에이제이오토캠핑장,경기도 남양주시 수동면 비룡로 1738-23,031-592-7970,2021/03/05,37.76503028,127.2845403
연천군,에브라임캠핑장,경기도 연천군 신서면 연신로 866,010-2792-0167,2021/03/05,38.15909503,127.1046457
양평군,양평드림캠핑장,경기도 양평군 용문면 금곡리 231-21,010-5966-2600,2021/03/05,37.50008558,127.6230767
평택시,덕암호캠핑장,경기도 평택시 안골길 85-48,010-6439-3318,2021/03/05,37.06340875,127.1063208
양평군,양평 힐인힐 야영장,경기도 양평군 지평면 옥현리 1504-5외 12필지,,2021/03/05,37.44847537,127.6113044
양평군,양평 프라자 관광농원,경기도 양평군 옥천면 신복리 281,,2021/03/05,37.55487448,127.4541496
안산시,대부도캠핑성,경기도 안산시 단원구 부흥로 232-68,010-8650-5481,2021/03/05,37.2192219,126.5966285
양주시,대궐오토캠핑장,경기도 양주시 백석읍 기산로440번길 177,031-871-8989,2021/03/05,37.76872494,126.9394063
양주시,안태울영농조합법인,경기도 양주시 광적면 화합로81번길 375-66,031-871-1388,2021/03/05,37.87202291,126.9507108
가평군,녹천농원캠핑펜션,경기도 가평군 조종면 운악청계로333번길 55-19,010-8933-1958,2021/03/05,37.845789,127.3485694
가평군,네스트캠핑장,경기도 가평군 북면 화악산로 943-50,010-4588-6364,2021/03/05,37.93628017,127.5413209
포천시,낭만가족 캠핑장,경기도 포천시 신북면 지동길 205,031-536-8610,2021/03/05,37.93105626,127.1218805
포천시,꿈에그린 캠핑장,경기도 포천시 이동면 화동로1870번길 31,010-5367-8584,2021/03/05,38.0138902,127.371031
양평군,신화가족목공체험 캠핑소,경기도 양평군 강상면 강상로 326,,2021/03/05,37.46741754,127.469105
김포시,김포한강오토캠핑장,경기도 김포시 하성면 월하로912번길 64,031-989-1000,2021/03/05,37.70259638,126.6527657
남양주시,새연글램핑 남양주점,경기도 남양주시 수동명 지둔로445번안길 10-6,010-9456-5938,2021/03/05,37.72651103,127.2966466
양평군,스마일캠핑장,경기도 양평군 단월면 석산리 142-1,031-775-1900,2021/03/05,37.64578267,127.6176236
여주시,금은모래 캠핑장,경기도 여주시 강변유원지길 107 금은모래 캠핑장,031-887-2859,2021/03/05,37.29310198,127.6670928
양주시,글램핑코리아 애견캠핑장,경기도 양주시 백석읍 권율로 848 글램핑코리아 애견캠핑장,02-546-5522,2021/03/05,37.77383876,126.9613849
연천군,숲속의 쉼터,경기도 연천군 전곡읍 양원로268번길 85,010-8799-4907,2021/03/05,37.96901626,127.0288184
파주시,귀한농부학교 캠핑장,경기도 파주시 법원읍 금곡리 422,,2021/03/05,37.88257255,126.8722707
가평군,국립유명산자연휴양림(일반),경기도 가평군 설악면 유명산길 79-53,031-589-5487,2021/03/05,37.59322435,127.4911985
포천시,광릉솔개캠핑장,경기도 포천시 소흘읍 광릉수목원로779번길 120,031-544-1260,2021/03/05,37.76424894,127.1443485
남양주시,수동벨하우스펜션&오토캠핑장,경기도 남양주시 수동면 지둔로445번길 101,031-592-6877,2021/03/05,37.72760097,127.2962578
연천군,고대산캠핑리조트,경기도 연천군 신서면 고대산길 84-12,031-932-8188,2021/03/05,38.21248653,127.1474211
평택시,솔밭마을글램핑,경기도 평택시 지산로140번길 241-15,031-663-4787,2021/03/05,37.07178322,127.0750377
포천시,계곡과소나무 오토캠핑장,경기도 포천시 일동면 무리울길 283 계곡과소나무 오토캠핑장,010-4842-2689,2021/03/05,37.9514086,127.3596328
양평군,갈기산펜션캠핑장,경기도 양평군 청운면 신론리 189,010-2476-3657,2021/03/05,37.55954895,127.7885646
양평군,설매재자연휴양림,경기도 양평군 옥천면 용천로 510,031-774-6959,2021/03/05,37.55685463,127.5093521
여주시,추억만들기캠핑장,경기도 여주시 북내면 당전로 470,010-5323-9555,2021/03/05,37.34854762,127.7165334
남양주시,햇살가득캠핑장,경기도 남양주시 수동면 내방리 368-5,010-2583-2738,2021/03/05,37.76384927,127.2915964
