시군명,명칭,전화번호,소재주소,위도,경도,카테고리
과천시,서울랜드,02-509-6000,경기도 과천시 광명로 181,2021/03/05,37.43650176,명소
과천시,관악산,02-3677-2343,경기도 과천시 중앙동,2021/03/05,,명소
과천시,국립과천과학관,02-3677-1500,경기도 과천시 상하벌로 110,2021/03/05,37.4385349,명소
광주시,곤지암리조트,02-1661-8787,경기도 광주시 도척면 도척윗로 278,2021/03/05,37.33749238,명소
광주시,남한산성,031-743-6610,경기도 광주시 중부면 남한산성로 784-16,2021/03/05,,명소
김포시,평화누리길,031-956-8310,경기도 김포시 대곶면 / 경기도 연천군,2021/03/05,,명소
구리시,고구려대장간마을,031-557-1010,경기도 구리시 우미내길 41,2021/03/05,37.56081089,명소
남양주시,남양주종합촬영소[폐관],031-579-0605,경기도 남양주시 조안면 북한강로 855번길 138,2021/03/05,37.60399756,명소
남양주시,축령산자연휴양림,031-592-0681,경기도 남양주시 수동면 축령산로 299,2021/03/05,37.75477712,명소
동두천시,소요산,031-860-2065,경기도 동두천시 평화로 2910번길 145,2021/03/05,37.94652217,명소
부천시,한국만화박물관,032-310-3090,경기도 부천시 원미구 길주로1(상동 529-2),2021/03/05,37.50867185,명소
성남시,한국잡월드,031-1644-1333,경기도 성남시 분당구 분당수서로 501,2021/03/05,37.37848541,명소
수원시,수원화성,031-228-4480,경기도 수원시 팔달구 행궁로 11,2021/03/05,37.28079737,명소
시흥시,갯골생태공원,031-488-6900,경기도 시흥시 동서로 287,2021/03/05,37.38979193,명소
시흥시,오이도,031-310-2903,경기도 시흥시 정왕동 오이도,2021/03/05,,명소
안산시,다문화특구,031-1666-1234,"경기도 안산시 단원구 원곡동 다문화 1길, 2길",2021/03/05,,명소
안산시,유리섬,032-885-6262,경기도 안산시 단원구 부흥로 254,2021/03/05,37.21978853,명소
양주시,장흥국민관광지,031-856-9570,경기도 양주시 장흥면 권율로 193번지 일원,2021/03/05,37.73281782,명소
양주시,회암사지,031-8082-4170,경기도 양주시 회암사길 11,2021/03/05,37.84121529,명소
양평군,두물머리,031-770-1001,경기도 양평군 양서면 양수리 852,2021/03/05,37.53054867,명소
양평군,민물고기 생태학습관,031-8008-6523,경기도 양평군 용문면 상광길 23-2,2021/03/05,37.51195766,명소
양평군,세미원,031-775-1835,경기도 양평군 양서면 양수로 93,2021/03/05,37.54094097,명소
양평군,소나기마을,031-773-2299,경기도 양평군 서종면 소나기마을길 24,2021/03/05,37.59488309,명소
여주시,명성황후생가,031-881-9730,경기도 여주시 여주읍 명성로 71,2021/03/05,37.25990301,명소
여주시,목아박물관,031-885-9952,경기도 여주시 강천면 이문안길 21,2021/03/05,37.2885093,명소
여주시,여주도자세상,031-887-8232,경기도 여주시 신륵사길 7 여주세계생활도자관,2021/03/05,37.300140899999995,명소
여주시,여주프리미엄아울렛,031-1644-4001,경기도 여주시 명품로 360,2021/03/05,37.24521079,명소
연천군,허브빌리지,031-833-5100,경기도 연천군 왕징면 북삼로 20번길 37,2021/03/05,38.08959267,명소
오산시,물향기수목원,031-378-1261,경기도 오산시 청학로 211,2021/03/05,37.16624795,명소
용인시,경기도어린이박물관,031-270-8600,경기도 용인시 기흥구 상갈로 6,2021/03/05,37.26820009,명소
용인시,백남준 아트센터,031-201-8500,경기도 용인시 기흥구 백남준로 10,2021/03/05,37.26913331,명소
용인시,와우정사,031-332-2472,경기도 용인시 해곡동 43 연화산 와우정사,2021/03/05,37.179030700000006,명소
의정부시,원도봉산,031-828-4572,경기도 의정부시 망월로28번길 51-97,2021/03/05,37.70547364,명소
용인시,한국민속촌,031-288-0000,경기도 용인시 기흥구 민속촌로 90,2021/03/05,37.26091947,명소
이천시,이천세계도자센터(이천세라피아),031-645-0730,경기도 이천시 경충대로 2697번길 167-29,2021/03/05,37.27406904,명소
파주시,자운서원,031-958-1749,경기도 파주시 법원읍 동문리 산 5-1,2021/03/05,37.8672973,명소
파주시,판문점,,경기도 파주시 군내면 대성동길 184-11,2021/03/05,37.94331166,명소
파주시,파주출판도시,031-955-5959,경기도 파주시 문발로 312,2021/03/05,37.72061558,명소
파주시,헤이리예술마을,031-946-8551,경기도 파주시 탄현면 법흥리,2021/03/05,,명소
평택시,바람새마을,031-663-5453,경기도 평택시 고덕면 궁리 496번지,2021/03/05,37.01680495,명소
포천시,전통 술 박물관 산사원,031-531-9300,경기도 포천시 화현면 화현리 512번지,2021/03/05,37.90599438,명소
부천시,부천교육박물관,032-661-1282,경기도 부천시 원미구 소사로 482,37.50256829999999,126.7990308,문화
부천시,부천물박물관,032-625-3399,경기도 부천시 오정구 길주로 691 까치울정수장 관리본관 1층,37.50729207,126.81926580000001,문화
파주시,헤이리예술마을,031-946-8551,경기도 파주시 탄현면 헤이리마을 59-78,,,문화
파주시,인스퀘어(라임트리),031-957-0896,경기도 파주시 탄현면 헤이리마을길 21-6,37.78809451,126.69657099999999,문화
포천시,한과문화박물관 한가원,031-533-8121,경기도 포천시 영북면 산정호수로322번길 26-9,38.06834273,127.3037185,문화
구리시,고구려대장간마을,031-557-1010,경기도 구리시 우미내길 41,37.56081089,127.11094229999999,문화
용인시,용인 대장금 파크,031-337-3241,경기도 용인시 처인구 드라마길 25,,,문화
수원시,kbs수원센터,031-219-8081,경기도 수원시 팔달구 인계로 123,37.27006261,127.03333310000001,문화
파주시,프로방스,031-946-6353,경기도 파주시 탄현면 새오리로 79-24,37.79128781,126.68385009999999,문화
남양주시,몽골문화촌,031-559-8018,경기도 남양주시 수동면 비룡로 1635,37.75772070000001,127.2749799,문화
평택시,지영희국악관,031-8024-8689,경기도 평택시 현덕면 평택호길 147 한국소리터어울림동 1층,36.92113256,126.92086019999999,문화
화성시,경기도농업기술원,031-229-5900,경기도 화성시 병점중앙로 283-33,37.22301392,127.04367759999998,문화
파주시,활판공방,031-955-0084,경기도 파주시 문발로 203,37.71262256,126.6865517,문화
파주시,엘비스프레스리기념관,031-948-3385,경기도 파주시 광탄면 보광로920번길 30,37.7772342,126.8836322,문화
양주시,가나아트파크,031-877-0500,경기도 양주시 장흥면 권율로 117,37.72563761,126.94996680000001,문화
안성시,조병화문학관,031-674-0307,경기도 안성시 양성면 난실길 14-1,37.1120789,127.22162879999999,문화
안산시,성호기념관,031-481-2574,경기도 안산시 상록구 성호로 131,37.31509455,126.8595843,문화
안산시,누에섬등대전망대,010-3038-2331,경기도 안산시 단원구 대부황금로 17-156,37.18663618,126.6314801,문화
부천시,펄벅기념관,032-668-7565,경기도 부천시 소사구 성주로214번길 61,37.47555895,126.7817081,문화
남양주시,김교각기념관,031-577-6433,경기도 남양주시 와부읍 석실로율석안길 167 백천사,37.62513311,127.2313538,문화
광주시,물환경전시관,031-8008-6937,경기도 광주시 남종면 산수로 1692,37.49958945,127.3030108,문화
광명시,오리이원익기념관,02-2680-6307,경기도 광명시 오리로 287,37.42851741,126.880501,문화
수원시,수원화성홍보관,031-290-3600,경기도 수원시 팔달구 행궁로 11,37.28079737,127.0151842,문화
수원시,아담스기념관,031-228-2476,경기도 수원시 팔달구 매향동 110번지,,,문화
광주시,일본군 위안부 역사관,031-768-0064,경기도 광주시 퇴촌면 가새골길 85,37.44285133,127.32201609999998,문화
파주시,20세기소년소녀관,031-957-0636,경기도 파주시 탄현면 헤이리마을길 59-118,37.79229824,126.6957872,문화
파주시,파주장단콩전시관,031-940-4516,경기도 파주시 문산읍 임진각로 148-73,37.89144746,126.74026950000001,문화
평택시,평택항홍보관,031-682-5663,경기도 평택시 포승읍 평택항로 98,36.970034000000005,126.84755630000001,문화
파주시,월당전시관,031-945-9199,경기도 파주시 문산읍 반구정로 36-13,37.86718507,126.758698,문화
고양시,행주대첩기념관,031-974-7237,경기도 고양시 덕양구 행주내동 산12,,,문화
안산시,최용신기념관,031-481-3040,경기도 안산시 상록구 샘골서길 64번지,37.29961696,126.86276200000002,문화
의왕시,경기의왕 레일바이크,070-7178-4393,경기도 의왕시 왕송못동로 209(월암동),37.31087236,126.9502606,문화
수원시,경기상상캠퍼스,031-296-1980,경기도 수원시 권선구 서둔로 166,37.26677951,126.9850142,문화
성남시,성남고령친화종합체험관,031-1644-0891,경기도 성남시 분당구 야탑로205번길 26,37.41069067,127.14295320000001,문화
가평군,인터랙티브아트뮤지엄,070-8899-4251,경기도 가평군 가평읍 호반로 1655,37.74347773,127.5106354,문화
수원시,경기도문화의전당,031-230-3200,경기도 수원시 팔달구 효원로 307번길 20,37.26141886,127.0380892,문화
파주시,UV하우스(오래된정원),031-944-1194,경기도 파주시 탄현면 헤이리마을길 29,37.78747677,126.69717959999998,문화
의정부시,의정부예술의전당,031-828-5841,경기도 의정부시 의정로 1,37.73345401,127.03408300000001,문화
연천군,연천수레울아트홀,031-834-3770,경기도 연천군 연천읍 문화로 150,38.10712292,127.0797748,문화
안성시,무비마운틴,031-655-4895,경기도 안성시 원곡면 천덕산로 828-6,37.06692482,127.1684071,문화
성남시,성남시 야외공연장,031-711-7762,경기도 성남시 분당구 성남대로 550 (수내동),37.38030055,127.1211729,문화
부천시,부천시민회관,032-320-6481,경기도 부천시 부일로 365,37.48863293,126.770656,문화
부천시,오정아트홀,032-320-6481,경기도 부천시 오정구 성오로 172,37.52834699,126.79602820000001,문화
고양시,고양아람누리,031-1577-7766,경기도 고양시 일산동구 중앙로 1286,37.66055405,126.77361429999999,문화
안양시,평촌아트홀,031-687-0555,경기도 안양시 동안구 평촌대로 76,37.37998118,126.96402250000001,문화
수원시,수원시민회관,031-244-2162,경기도 수원시 팔달구 팔달산로 28,37.27359737,127.01131640000001,문화
수원시,수원제1야외음악당,031-236-5740,경기도 수원시 팔달구 동수원로 335,37.25911352,127.03635530000001,문화
화성시,화성 종합경기타운,031-371-0011,경기도 화성시 향남읍 향남로 470,37.13747207,126.92401170000001,문화
파주시,경기영어마을파주캠프(레일바이크),031-1588-0554,경기도 파주시 탄현면 얼음실로 40,37.78528559,126.7010077,문화
이천시,이천아트홀,031-644-2100,경기도 이천시 부악로 40,37.2724872,127.4337338,문화
광명시,광명문화원,02-2618-5800,경기도 광명시 철망산로 42,37.46743585,126.8732254,문화
광명시,광명문화의집,02-2687-0556,경기도 광명시 너부대로 32번길 15-3,37.47668303,126.8497369,문화
광명시,광명시민회관,02-2680-2562,경기도 광명시 시청로 20,37.47891692,126.8643754,문화
과천시,과천문화원,02-504-6513,경기도 과천시 문원로 40-1 (문원동),37.4283427,127.0017902,문화
과천시,안보교육관,02-731-3652,경기도 과천시 관문로 69,37.4298116,126.9869625,문화
고양시,고양문화원,031-963-0600,경기도 고양시 일산서구 한류월드로 280 (대화동),37.66501573,126.75628,문화
가평군,가평문화예술회관,031-8078-8076,경기도 가평군 가평읍 문화로 131,37.82425448,127.5085221,문화
안양시,안양문화예술재단,031-389-5200,경기도 안양시 만안구 문예로36번길 16,37.38460579,126.93133290000002,문화
수원시,수원청소년문화센터,031-218-0400,경기도 수원시 팔달구 권광로 293 수원청소년종합복지관,37.27362955,127.0349692,문화
수원시,수원문화원,031-244-2161,경기도 수원시 팔달구 팔달산로 28,37.27359737,127.01131640000001,문화
평택시,평택문화원,031-655-2002,경기도 평택시 중앙로 277 평택문화예술회관,36.99112127,127.11407679999999,문화
양주시,양주문화예술회관,031-828-9723,경기도 양주시 광적면 부흥로618번길 303,37.81250038,126.972306,문화
안성시,태평무전수관,031-676-0141,경기도 안성시 태평무길 42,37.03580675,127.26655829999999,문화
성남시,미누현대미술관,031-754-9696,경기도 성남시 수정구 공원로 360,37.44558403,127.1493784,문화
파주시,탄탄스토리하우스갤러리,031-942-6608,경기도 파주시 회동길 130,37.70803521,126.6879065,문화
이천시,시립월전미술관,031-637-0033,경기도 이천시 경충대로 2709번길 185,37.28017033,127.42404840000002,문화
이천시,이천세계도자센터(이천세라피아),031-645-0730,경기도 이천시 경충대로2697번길 167-29,37.27406904,127.425927,문화
여주시,죽포미술관,031-881-5905,경기도 여주시 산북면 고촌길 26-10,37.41003508,127.44264150000001,문화
양평군,마나스아트센터,031-774-5121,경기도 양평군 강상면 강남로 743,37.49370807,127.46092649999999,문화
양평군,닥터박갤러리,031-775-5600,경기도 양평군 강하면 강남로 469,37.50612728,127.436447,문화
안산시,너리굴문화마을,031-675-2171,경기도 안산시 보개면 너구리굴길100,,,문화
안산시,정문규미술관,032-881-2753,경기도 안산시 단원구 대부황금로 153-9,37.20532484,126.64427040000001,문화
시흥시,소전미술관,031-313-1211,경기도 시흥시 소래산길 41,37.45195756,126.7855179,문화
남양주시,모란미술관,031-594-8001,경기도 남양주시 화도읍 경춘로 2110번길 8,37.65040978,127.32377790000001,문화
광주시,영은미술관,031-761-0137,경기도 광주시 청석로 300,37.41355454,127.2687473,문화
의왕시,성 라자로 마을,031-452-5655,경기도 의왕시 원골로 66,37.36248231,126.9733505,문화
오산시,오산종합운동장,031-371-1756,경기도 오산시 경기도동로 33,,,문화
여주시,여주종합운동장,031-887-2791,경기도 여주시 영릉로 123,37.29303893,127.6228994,문화
여주시,지미당,031-884-6036,경기도 여주시 하거1길 6,37.23147142,127.6406562,문화
여주시,삼합리,,경기도 여주군 점동면,,,문화
고양시,킨텍스,031-810-8114,경기도 고양시 일산서구 한류월드로 408,,,문화
수원시,수원월드컵경기장,031-202-2002,경기도 수원시 팔달구 월드컵로 310,37.28849861,127.038578,문화
파주시,피노지움,031-8035-6773,경기도 파주시 회동길 152,37.70890715,126.687568,문화
하남시,하남문화예술회관,031-790-7979,경기도 하남시 신평로 125 (덕풍동),37.54474633,127.2068173,문화
평택시,평택남부문예회관,031-8024-5411,경기도 평택시 중앙로 277,36.99112127,127.11407679999999,문화
파주시,파주문화원,031-941-2425,경기도 파주시 와석순환로 415 운정행복센터,37.72409239,126.75126429999999,문화
파주시,파주시민회관,031-950-1854,경기도 파주시 시민회관길 33,37.75920163,126.78072250000001,문화
의정부시,의정부청소년회관,031-871-0783,경기도 의정부시 의정로 27,37.73517474,127.03387930000001,문화
의왕시,의왕문화원,031-456-4994,경기도 의왕시 백운로 23,37.35216497,126.98229740000002,문화
오산시,오산시민회관,031-378-4351,경기도 오산시 오산천로 275,,,문화
오산시,오산문화예술회관,031-379-9999,경기도 오산시 경기도동로 41,,,문화
오산시,오산문화원,031-375-7755,경기도 오산시 오산동 강변로 365,,,문화
여주시,여주문화원,031-883-3450,경기도 여주시 신륵사길 6-6,37.30013475,127.6523383,문화
양평군,양평문화원,031-771-3866,경기도 양평군 양평읍 마유산로 5,37.49747241,127.4860283,문화
양주시,양주상여회닫이보존회,031-879-6360,경기도 양주시 백석읍 중앙로 226-24,37.79687039,126.9883646,문화
안성시,안성문화원,031-673-2625,경기도 안성시 보개면 종합운동장로 203,37.01500054,127.32334490000001,문화
안산시,안산문화원,031-415-0041,경기도 안산시 상록구 석호로 144,37.29932716,126.84762240000002,문화
시흥시,시흥문화원,031-317-0827,경기도 시흥시 연성로13번길 3,37.39044629,126.80476440000001,문화
부천시,부천문화원,032-651-3739,경기도 부천시 경인로92번길 33 (송내동),37.48250546,126.7665646,문화
남양주시,남양주문화원,031-592-0667,경기도 남양주시 경춘로 883-36,37.63306553,127.19804979999999,문화
군포시,군포시문화예술회관,031-390-3500,경기도 군포시 고산로 599,37.36578447,126.9274659,문화
안양시,김중업 건축박물관 (옛 유유산업 공장),031-687-0909,경기도 안양시 만안구 예술공원로103번길 4 (석수동),37.4183799,126.91831869999999,문화
광주시,광주문화원,031-764-0686,경기도 광주시 문화로85번길 19-12,37.41000878,127.2494128,문화
양주시,조명박물관,070-7780-8911,경기도 양주시 광적면 광적로 235-48,37.83610213,126.967524,문화
안성시,이경순소리박물관,031-670-6500,경기도 안성시 삼죽면 동아예대길 47 동아방송예술대학교 디마종합촬영소내,37.06237574,127.3532789,문화
안성시,안성맞춤박물관,031-676-4352,경기도 안성시 대덕면 서동대로 4726-15,37.01136861,127.22834750000001,문화
안성시,안성포도박물관,031-675-6675,경기도 안성시 서운면 방아동길 68,36.93747946,127.26763340000001,문화
부천시,부천수석박물관,032-655-2900,경기도 부천시 원미구 소사로 482,37.50256829999999,126.7990308,문화
부천시,유럽자기박물관,032-661-0238,경기도 부천시 원미구 소사로 482,37.50256829999999,126.7990308,문화
남양주시,왈츠와닥터만커피박물관,031-576-6051,경기도 남양주시 북한강로 856-37,37.59196942,127.3384601,문화
남양주시,아라크노피아,031-576-7908,경기도 남양주시 조안면 운길산로 316,37.567316399999996,127.28179320000001,문화
군포시,물테마박물관,031-390-3294,경기도 군포시 수리산로 151,37.36253179,126.9176791,문화
광주시,닻미술관,031-798-2581,경기도 광주시 초월읍 진새골길 184,37.38034326,127.2711084,문화
광명시,충현박물관,02-898-0505,경기도 광명시 오리로 347번길 5-5,37.43333759,126.87838149999999,문화
과천시,아해박물관,02-3418-5501,경기도 과천시 추사로 133,37.45762647,127.0299991,문화
과천시,렛츠런파크서울말박물관,02-509-1287,경기도 과천시 경마공원대로 107,37.44208435,127.01817,문화
용인시,경기도어린이박물관,031-270-8600,경기도 용인시 기흥구 상갈로 6,37.26820009,127.10891140000001,문화
용인시,예아리박물관,031-323-7277,경기도 용인시 처인구 백암면 원설로270번길 25,37.14132675,127.36426259999999,문화
수원시,수원박물관,031-228-4150,경기도 수원시 영통구 창룡대로 265,37.29764523,127.0356337,문화
파주시,파주교육박물관,031-954-2353,경기도 파주시 파주읍 우계로53번길 15,37.83214675,126.81595859999999,문화
파주시,두루뫼박물관,031-958-6101,경기도 파주시 법원읍 초리골길 278 두루뫼박물관,37.85680263,126.89604299999999,문화
용인시,한국등잔박물관,031-334-0797,경기도 용인시 처인구 모현면 능곡로 56번길 8,37.33658915,127.1778595,문화
파주시,헤이리마을 어린이토이박물관,031-945-8378,경기도 파주시 탄현면 헤이리마을길 93-127,37.79153637,126.6990551,문화
부천시,만화박물관,032-310-3090,경기도 부천시 원미구 길주로 1,37.50867185,126.7437361,문화
과천시,추사박물관,02-2150-3650,경기도 과천시 추사로 78,37.45263682,127.02871880000001,문화
용인시,단국대학교 석주선기념박물관,031-8005-2389,경기도 용인시 수지구 죽전로 152,37.31979601,127.13144270000001,문화
광주시,얼굴박물관,031-765-3522,경기도 광주시 남종면 분원길 3-6,37.49395431,127.3020527,문화
과천시,국립현대미술관 과천,02-2188-6000,경기도 과천시 광명로 313,37.43097781,127.01997050000001,문화
과천시,가원미술관,02-504-3730,경기도 과천시 새빛로 24,37.4239602,126.99921979999999,문화
고양시,김내현화랑,031-963-3262,경기도 고양시 덕양구 내유길 265,37.7275154,126.86620570000001,문화
고양시,롯데갤러리 일산점,031-909-2688,경기도 고양시 일산동구 중앙로 1283 롯데백화점 일산점 별관 B1F,37.66047258,126.7720959,문화
가평군,가일미술관,031-584-4722,경기도 가평군 청평면 북한강로 1549,37.66041258,127.379434,문화
가평군,취옹예술관,031-585-8649,경기도 가평군 상면 수목원로 300,37.75298477,127.3596452,문화
용인시,백남준아트센터,031-201-8500,경기도 용인시 기흥구 백남준로 10,37.26913331,127.1103615,문화
안양시,안양박물관,031-687-0909,경기도 안양시 만안구 안양예술공원로103번길 4 (석수동),,,문화
파주시,도도헌,031-949-8278,경기도 파주시 탄현면 헤이리마을길 59-118,37.79229824,126.6957872,문화
파주시,고막원,031-941-0340,경기도 파주시 탄현면 헤이리마을길 59-45,37.78933979,126.6954672,문화
파주시,열화당갤러리로터스,031-955-7020,경기도 파주시 광인사길 25,37.70896829,126.68467439999999,문화
양평군,갤러리와,031-771-5454,경기도 양평군 강하면 전수샛골2길 3,37.50544079,127.4338,문화
용인시,마가미술관,031-334-0365,경기도 용인시 처인구 모현읍 문형동림로101번길 37,37.33177038,127.19279170000001,문화
양평군,C아트뮤지엄,031-775-6945,경기도 양평군 양동면 다락근이길 57-13,37.39488395,127.73733,문화
여주시,한얼테마박물관,031-881-6319,경기도 여주시 대신면 대신1로 298,37.39865915,127.60924270000001,문화
이천시,돼지테마파크,031-641-7540,경기도 이천시 율면 임오산로 372번지 129-7,37.08578385,127.5839372,문화
화성시,용주사 효행박물관,031-234-0040,경기도 화성시 용주로 136,37.21178295,127.0056182,문화
포천시,국립수목원 산림박물관,031-540-2000,경기도 포천시 소흘읍 광릉수목원로 415,37.75624449,127.16566110000001,문화
파주시,영집궁시박물관,031-944-6800,경기도 파주시 탄현면 국원말길 168,37.7848409,126.7112561,문화
이천시,이천시립박물관,031-645-6377,경기도 이천시 경충대로 2697번길 172,37.2748992,127.4273248,문화
의왕시,코레일 철도박물관,031-461-3610,경기도 의왕시 철도박물관로 142,37.31364088,126.95053390000001,문화
양평군,양평친환경농업박물관,031-772-3370,경기도 양평군 용문면 용문산로 670,37.54760614,127.58124850000002,문화
양주시,아름다운돌박물관,031-871-2233,경기도 양주시 백석읍 권율로 937,37.78080548,126.95540659999999,문화
오산시,유엔군초전기념관,031-377-1625,경기도 오산시 경기도대로 742,,,문화
성남시,새마을운동중앙연수원새마을역사관,031-780-7827,경기도 성남시 분당구 새마을로 257,37.3923479,127.1582915,문화
성남시,코리아디자인센터,031-780-2246,경기도 성남시 분당구 양현로 322 코리아디자인센터,37.41310833,127.1232565,문화
김포시,덕포진전시관,031-989-9794,경기도 김포시 대곶면 덕포진로103번길 130,37.64976252,126.5366529,문화
광주시,만해기념관,031-744-3100,경기도 광주시 중부면 남한산성로792번길 24-7,37.47730222,127.18084170000002,문화
고양시,고양화장실전시관,031-8075-4358,경기도 고양시 일산동구 호수로 595,37.6537547,126.7686925,문화
용인시,한국기독교순교자기념관,031-336-2825,경기도 용인시 처인구 양지면 추계로 235,37.25793675,127.3025817,문화
수원시,애기똥풀인형극장,070-8222-8373,경기도 수원시 팔달구 신풍로 47,37.28529981,127.01408359999999,문화
수원시,어린이생태미술체험관풀잎,031-269-3647,경기도 수원시 장안구 경수대로 1274 효행공원 내,37.32459622,126.98747549999999,문화
남양주시,어린이비전센터,031-560-1562,경기도 남양주시 진접읍 해밀예당1로 96,37.71709703,127.19104879999999,문화
의왕시,빨강장화,010-8488-4123,경기도 의왕시 내손순환로 129 상가1호,37.38585035,126.9845737,문화
양평군,황순원문학촌소나기마을,031-773-2299,경기도 양평군 서종면 소나기마을길 24,37.59488309,127.377886,문화
고양시,고양어린이박물관,031-839-0300,경기도 고양시 덕양구 화중로 26길,,,문화
김포시,나인블럭아트스페이스,031-1833-3831,경기도 김포시 운양동 1078-2,37.65681711,126.66902179999998,문화
동두천시,디자인아트빌리지,,경기도 동두천시 평화로 2539 보산역 일대,37.91432811,127.05724479999999,문화
포천시,포천반월아트홀,031-540-6213,경기도 포천시 군내면 청성로 111,37.89611664,127.21244679999998,문화
파주시,자유로자동차극장,080-945-0609,경기도 파주시 탄현면 필승로 432,37.77986727,126.6849977,문화
의정부시,의정부야외공연장,031-828-2114,경기도 의정부시 시민로 1,37.73848869,127.03314350000001,문화
양주시,양주별산대놀이마당,031-840-9986,경기도 양주시 부흥로1399번길 47,37.78620729,127.03157150000001,문화
안산시,안산문화예술의전당,031-481-4000,경기도 안산시 단원구 화랑로 312,37.31989315,126.82293100000001,문화
성남시,성남시민회관,031-735-1960,경기도 성남시 수정구 수정로171번길 10,37.44484987,127.1390489,문화
성남시,성남아트센터,031-783-8000,경기도 성남시 분당구 성남대로 808 성남아트센터,37.40295481,127.1305499,문화
남양주시,두물워크샵,031-592-3336,경기도 남양주시 화도읍 북한강로1112번길 19,37.61372482,127.3427754,문화
고양시,고양어울림누리,031-1577-7766,경기도 고양시 덕양구 어울림로 33 (성사동),37.64906593,126.83540459999999,문화
용인시,여성회관,031-324-8984,경기도 용인시 수지구 문정로7번길 15 여성회관,37.32054364,127.09541259999999,문화
용인시,경기도문화의전당 국악당,031-289-6400,경기도 용인시 기흥구 민속촌로 89 경기도국악당,37.259429299999994,127.1143473,문화
부천시,복사골문화센터아트홀,032-320-6481,경기도 부천시 원미구 한아름마을로 17 복사골문화센터,37.49466039,126.754364,문화
파주시,교하청소년문화의집,031-957-1115,경기도 파주시 책향기로 396,37.72395857,126.71544250000001,문화
파주시,축구국가대표팀 트레이닝센터,031-957-0555,경기도 파주시 탄현면 필승로 368,37.77561471,126.6852261,문화
과천시,과천시민회관,02-504-7300,경기도 과천시 통영로 5 (중앙동),37.42820745,126.98910959999999,문화
고양시,고양시문예회관,031-965-2957,경기도 고양시 덕양구 고양시청로 10 (주교동),37.6584113,126.83196550000001,문화
가평군,가평문화원,031-582-2016,경기도 가평군 가평읍 문화로 131,37.82425448,127.5085221,문화
용인시,용인문화원,031-324-9600,경기도 용인시 처인구 중부대로 1199,37.24017172,127.17631979999999,문화
용인시,처인홀문예회관(구.용인시문예회관),031-335-0455,경기도 용인시 처인구 중부대로1392번길 15 용인시문예회관,37.23174897,127.19885719999999,문화
수원시,수원시무형문화재전수회관,031-228-4613,경기도 수원시 팔달구 수원천로 372,37.28669532,127.01809080000001,문화
포천시,포천 아트밸리,031-538-3485,경기도 포천시 신북면 아트밸리로 234,37.92344632,127.236496,문화
평택시,평택서부(안중)문화예술회관,031-8024-8321,경기도 평택시 안중읍 서동대로 1531,36.98908521,126.91949140000001,문화
양주시,양주별산대놀이전수회관,031-840-9986,경기도 양주시 부흥로1399번길 47,37.78620729,127.03157150000001,문화
수원시,수원시립아이파크미술관,031-228-3800,경기도 수원시 팔달구 정조로 833,37.28279165,127.01572420000001,문화
파주시,한향림옹기박물관,070-4161-7275,경기도 파주시 탄현면 헤일리마을길 63,37.78911705,126.6984906,문화
파주시,갤러리박영,031-955-4071,경기도 파주시 회동길 37-9,37.7057391,126.6843127,문화
이천시,해강도자미술관,031-634-2266,경기도 이천시 신둔면 경충대로3150번길 44,37.30879391,127.4049032,문화
연천군,석장리미술관,031-835-2859,경기도 연천군 백학면 백왕로225번길 240,38.05396849,126.91764429999999,문화
여주시,반달미술관 (여주세계생활도자관),031-884-8644,경기도 여주시 신륵사길 7,37.300140899999995,127.65454979999998,문화
양평군,바탕골예술관,031-774-0745,경기도 양평군 강하면 강남로 50,,,문화
안성시,아트센터마노,031-676-7815,경기도 안성시 보개면 남사당로 196-33,37.03193321,127.3082841,문화
안성시,대안미술공간소나무,031-673-0904,경기도 안성시 미양면 이박골길 75-33,36.98126005,127.24861229999999,문화
안산시,경기도미술관,031-481-7007,경기도 안산시 단원구 동산로 268,37.32507331,126.8099722,문화
남양주시,서호미술관,031-592-1865,경기도 남양주시 화도읍 북한강로 1344,37.63270947,127.3514962,문화
김포시,보름산미술관,031-985-0005,경기도 김포시 고촌읍 수기로 100-78,37.5963726,126.7608946,문화
과천시,선바위미술관,02-507-8588,경기도 과천시 무네미길 34,37.45176764,126.9992832,문화
수원시,수원농수산물유통센터,031-299-9001,경기도 수원시 권선구 서부로 1937 농협하나로클럽,37.28301358,126.96669640000002,문화
포천시,포천문화원,031-532-5015,경기도 포천시 중앙로 34번길 8,37.89046605,127.1982754,문화
평택시,북부문화예술회관,031-8024-7391,경기도 평택시 경기도대로 1366,37.06722319,127.06541159999999,문화
평택시,평택호예술관,031-8024-8687,경기도 평택시 현덕면 평택호길 159 평택관광단지 내,36.92144571,126.92222759999999,문화
파주시,예맥아트홀,031-943-9435,경기도 파주시 탄현면 법흥리 1652-506,37.7883219,126.7021789,문화
이천시,이천문화원,031-635-2316,경기도 이천시 향교로 142,37.28370075,127.4527889,문화
의정부시,의정부문화원,031-872-5678,경기도 의정부시 산단로 123,37.74640521,127.07940500000001,문화
의왕시,중앙도서관(의왕시립도서관),031-345-3642,경기도 의왕시 골우물길 49 의왕시 중앙도서관,37.34224725,126.9695179,문화
연천군,연천문화원,031-834-2350,경기도 연천군 연천읍 문화로 143,38.1063166,127.07860459999999,문화
여주시,여주박물관,031-887-3581,경기도 여주시 신륵사길 6-12,37.29964666,127.6533754,문화
